wavelength,mean_reflectance_le_5
739.04083362,11.300629977
739.45989572,11.253167695
739.87893071,11.250619355000001
740.29793856,11.214593389000001
740.71691926,11.253506675
741.13587279,11.265732345
741.55479913,11.320368354
741.97369826,11.408760774
742.39257016,11.454150128000002
742.81141481,11.471069933999999
743.23023219,11.478611307
743.64902229,11.490742732
744.06778508,11.446300191000002
744.48652055,11.459301994
744.90522868,11.467680140999999
745.32390944,11.494317620999999
745.74256282,11.4971798
746.1611888,11.529000201999999
746.57978736,11.516899769
746.99835849,11.501841376
747.41690215,11.470756904
747.83541834,11.454251566
748.25390703,11.404821907000002
748.67236821,11.394134459000002
749.09080185,11.429352234
749.50920794,11.483080898999999
749.92758646,11.564838089000002
750.34593739,11.620803322
750.7642607,11.667746433
751.18255639,11.617227277000001
751.60082443,11.570747880999999
752.0190648,11.480649318000001
752.43727748,11.403976287
752.85546246,11.326765363
753.27361971,11.326074388999999
753.69174922,11.331221555000003
754.10985097,11.345033969000003
754.52792493,11.382181402999999
754.94597109,11.384556134
755.36398944,11.343969463
755.78197994,11.347729453000001
756.19994258,11.365133759
756.61787735,11.377664587999998
757.03578422,11.416777964000001
757.45366318,11.4183947
757.8715142,11.379629539
758.28933727,11.382427591
758.70713236,11.333937430000002
759.12489946,11.275413280999999
759.54263856,11.277909181
759.96034962,11.310341277000001
760.37803263,11.229800324000001
760.79568758,11.237987180000001
761.21331443,11.267524779
761.63091318,11.305740605
762.04848381,11.292551254
762.46602629,11.404467604
762.88354061,11.482281715000001
763.30102674,11.607857523999998
763.71848468,11.732839365
764.13591439,11.879041896
764.55331586,11.988379077999998
764.97068908,12.096777014999999
765.38803401,12.148018263999997
765.80535065,12.169153638000001
766.22263898,12.230897535999999
766.63989896,12.238438130999999
767.0571306,12.265790574
767.47433386,12.286305173999999
767.89150873,12.364958277000001
768.30865518,12.397286278999998
768.72577321,12.490299933
769.14286278,12.543926564
769.55992389,12.641681613000001
769.97695651,12.667281927000001
770.39396062,12.696961340999998
770.81093621,12.695775616
771.22788325,12.743862413
771.64480173,12.726360689
772.06169163,12.748121231999999
772.47855292,12.709876046
772.89538559,12.745126944999999
773.31218962,12.681799047999998
773.72896499,12.678664406
774.14571169,12.663671845
774.56242968,12.693900082999999
774.97911896,12.585428275999998
775.3957795,12.580242535
775.81241129,12.520506573000002
776.22901431,12.495109054
776.64558853,12.519783221
777.06213394,12.539072922
777.47865052,12.485295054999998
777.89513825,12.468742849
778.3115971,12.4460966
778.72802708,12.387905884
779.14442814,12.344034891
779.56080028,12.290772727
779.97714347,12.312053620999999
780.39345769,12.285577911
780.80974294,12.215030776
781.22599918,12.220260002
781.6422264,12.210287286
782.05842457,12.184180522
782.47459369,12.200667073999998
782.89073373,12.203273488
783.30684467,12.210061267999999
783.72292649,12.286915835999999
784.13897918,12.25943027
784.55500271,12.196737542
784.97099707,12.173211235
785.38696224,12.172317743999999
785.80289819,12.171004603
786.21880491,12.236391564000002
786.63468238,12.320488950999998
787.05053057,12.418681002
787.46634949,12.458304508000001
787.88213909,12.536818788999998
788.29789936,12.716660105999997
788.71363029,12.744728001999999
789.12933186,12.783215190000002
789.54500404,12.850456106000001
789.96064681,12.832644200999999
790.37626017,12.802828149000002
790.79184408,12.927147331
791.20739853,13.048859937
791.62292351,13.217311806000001
792.03841898,13.476399373000001
792.45388494,13.588861382
792.86932136,13.702087135
793.28472822,13.848697811
793.70010551,13.938544054
794.11545321,13.949043927000002
794.53077129,14.02854786
794.94605974,14.108286618
795.36131853,14.152585493999998
795.77654766,14.164210975999998
796.1917471,14.153785049000003
796.60691683,14.082279166000001
797.02205683,14.064788181999997
797.43716709,13.981648765000003
797.85224758,13.952862843999998
798.26729829,13.954210190999998
798.68231919,13.983539556000002
799.09731027,13.967874923
799.5122715,14.030560270999999
799.92720288,13.993955781000002
800.34210438,14.074382710999998
800.75697597,14.161033705000003
801.17181765,14.243924495999996
801.58662939,14.279028408000002
802.00141118,14.278430032
802.41616299,14.211499263999997
802.8308848,14.180432171000001
803.2455766,14.096623884000001
803.66023837,14.006268018
804.07487008,14.127881845000001
804.48947173,14.290124200999998
804.90404329,14.350427145000003
805.31858473,14.464853796
805.73309605,14.597152928999998
806.14757722,14.578519262
806.56202823,14.551949478000003
806.97644905,14.661740176999999
807.39083966,14.650647042
807.80520005,14.558886377999997
808.2195302,14.606500232999997
808.63383009,14.602438539999998
809.0480997,14.471019902
809.46233901,14.480577803000003
809.87654799,14.612179527999999
810.29072665,14.661368045999998
