wavelength,mean_reflectance_gt_5
666.575202,16.058986013
666.99864402,16.021406031999998
667.4220622,16.001376055999998
667.84545653,15.990749552999997
668.26882699,15.986848982999998
668.69217355,15.972074541000001
669.11549621,15.967399085000002
669.53879494,15.946087081000002
669.96206971,15.919582779999999
670.38532052,15.887469384
670.80854735,15.85303691
671.23175017,15.817226272999998
671.65492896,15.782387
672.07808371,15.743268771999999
672.5012144,15.702171992
672.92432101,15.668218605000002
673.34740351,15.626345093000001
673.7704619,15.596797126999999
674.19349615,15.572764011999999
674.61650623,15.56580206
675.03949215,15.557221559999999
675.46245386,15.549240079000004
675.88539136,15.548139416999998
676.30830463,15.549695987000002
676.73119364,15.543031066999998
677.15405838,15.551629296000002
677.57689882,15.577418065000003
677.99971496,15.598075054999999
678.42250677,15.614969901999999
678.84527423,15.660927495
679.26801732,15.692393266999996
679.69073602,15.71518694
680.11343032,15.737468517999996
680.53610019,15.767069544999998
680.95874562,15.778527983999998
681.38136658,15.782114922
681.80396307,15.802381157000003
682.22653505,15.818842284000002
682.64908251,15.825742686000002
683.07160543,15.815863149
683.49410379,15.809775118000001
683.91657758,15.784119163
684.33902677,15.764529762999999
684.76145134,15.763732119
685.18385128,15.774152151
685.60622656,15.794922773000001
686.02857717,15.813973870000002
686.45090309,15.817467830000002
686.8732043,15.791443517
687.29548077,15.778801042999998
687.7177325,15.762381688
688.13995946,15.740029230000001
688.56216163,15.737386733
